Site,Year,Visit,ObsCode,Date,Species,Count,Wind,Temp,PercentBloom
COCH,2024,5,C,225,BIM,0,2.4,29.5,3
COCH,2024,5,C,225,AUR,0,2.4,29.5,3
COCH,2024,5,C,225,VAG,1,2.4,29.5,3
COCH,2024,5,C,225,FRAT,0,2.4,29.5,3
COCH,2024,5,C,225,FER,1,2.4,29.5,3
COCH,2024,5,C,225,CIT,0,2.4,29.5,3
COCH,2024,5,C,225,BOR,0,2.4,29.5,3
COCH,2024,5,C,225,TER,0,2.4,29.5,3
COCH,2024,5,C,225,RUF,0,2.4,29.5,3
COCH,2024,5,C,225,PEN,0,2.4,29.5,3
COCH,2024,5,C,225,AFF,0,2.4,29.5,3
COCH,2024,6,A,225,IMP,2,2.4,29.5,3
COCH,2024,6,A,225,GRIS,1,2.4,29.5,3
COCH,2024,6,A,225,BIM,0,2.4,29.5,3
COCH,2024,6,A,225,AUR,0,2.4,29.5,3
COCH,2024,6,A,225,VAG,1,2.4,29.5,3
COCH,2024,6,A,225,FRAT,0,2.4,29.5,3
COCH,2024,6,A,225,FER,0,2.4,29.5,3
COCH,2024,6,A,225,CIT,0,2.4,29.5,3
COCH,2024,6,A,225,BOR,0,2.4,29.5,3
COCH,2024,6,A,225,TER,0,2.4,29.5,3
COCH,2024,6,A,225,RUF,0,2.4,29.5,3
COCH,2024,6,A,225,PEN,0,2.4,29.5,3
COCH,2024,6,A,225,AFF,0,2.4,29.5,3
DECO,2023,1,C,170,IMP,2,1.7,30.3,3
DECO,2023,1,C,170,GRIS,11,1.7,30.3,3
DECO,2023,1,C,170,BIM,9,1.7,30.3,3
DECO,2023,1,C,170,AUR,1,1.7,30.3,3
DECO,2023,1,C,170,VAG,1,1.7,30.3,3
DECO,2023,1,C,170,FRAT,0,1.7,30.3,3
DECO,2023,1,C,170,FER,0,1.7,30.3,3
DECO,2023,1,C,170,CIT,0,1.7,30.3,3
DECO,2023,1,C,170,BOR,0,1.7,30.3,3
DECO,2023,1,C,170,TER,0,1.7,30.3,3
DECO,2023,1,C,170,RUF,0,1.7,30.3,3
DECO,2023,1,C,170,PEN,0,1.7,30.3,3
DECO,2023,1,C,170,AFF,0,1.7,30.3,3
DECO,2023,2,D,170,IMP,32,1.7,30.3,3
DECO,2023,2,D,170,GRIS,12,1.7,30.3,3
DECO,2023,2,D,170,BIM,2,1.7,30.3,3
DECO,2023,2,D,170,AUR,2,1.7,30.3,3
DECO,2023,2,D,170,VAG,1,1.7,30.3,3
DECO,2023,2,D,170,FRAT,0,1.7,30.3,3
DECO,2023,2,D,170,FER,0,1.7,30.3,3
DECO,2023,2,D,170,CIT,0,1.7,30.3,3
DECO,2023,2,D,170,BOR,0,1.7,30.3,3
DECO,2023,2,D,170,TER,0,1.7,30.3,3
DECO,2023,2,D,170,RUF,0,1.7,30.3,3
DECO,2023,2,D,170,PEN,1,1.7,30.3,3
DECO,2023,2,D,170,AFF,0,1.7,30.3,3
DECO,2023,3,D,205,IMP,2,1.2,29.5,5
DECO,2023,3,D,205,GRIS,11,1.2,29.5,5
DECO,2023,3,D,205,BIM,1,1.2,29.5,5
DECO,2023,3,D,205,AUR,2,1.2,29.5,5
DECO,2023,3,D,205,VAG,0,1.2,29.5,5
DECO,2023,3,D,205,FRAT,0,1.2,29.5,5
DECO,2023,3,D,205,FER,0,1.2,29.5,5
DECO,2023,3,D,205,CIT,0,1.2,29.5,5
DECO,2023,3,D,205,BOR,0,1.2,29.5,5
DECO,2023,3,D,205,TER,0,1.2,29.5,5
DECO,2023,3,D,205,RUF,0,1.2,29.5,5
DECO,2023,3,D,205,PEN,0,1.2,29.5,5
DECO,2023,3,D,205,AFF,0,1.2,29.5,5
DECO,2023,4,E,205,IMP,27,1.2,29.5,5
DECO,2023,4,E,205,GRIS,4,1.2,29.5,5
DECO,2023,4,E,205,BIM,3,1.2,29.5,5
DECO,2023,4,E,205,AUR,5,1.2,29.5,5
DECO,2023,4,E,205,VAG,0,1.2,29.5,5
DECO,2023,4,E,205,FRAT,1,1.2,29.5,5
DECO,2023,4,E,205,FER,0,1.2,29.5,5
DECO,2023,4,E,205,CIT,0,1.2,29.5,5
DECO,2023,4,E,205,BOR,0,1.2,29.5,5
DECO,2023,4,E,205,TER,0,1.2,29.5,5
DECO,2023,4,E,205,RUF,0,1.2,29.5,5
DECO,2023,4,E,205,PEN,3,1.2,29.5,5
DECO,2023,4,E,205,AFF,0,1.2,29.5,5
DECO,2023,5,D,228,IMP,5,7.1,28.8,4
DECO,2023,5,D,228,GRIS,5,7.1,28.8,4
DECO,2023,5,D,228,BIM,0,7.1,28.8,4
DECO,2023,5,D,228,AUR,0,7.1,28.8,4
DECO,2023,5,D,228,VAG,0,7.1,28.8,4
DECO,2023,5,D,228,FRAT,2,7.1,28.8,4
DECO,2023,5,D,228,FER,1,7.1,28.8,4
DECO,2023,5,D,228,CIT,0,7.1,28.8,4
DECO,2023,5,D,228,BOR,0,7.1,28.8,4
DECO,2023,5,D,228,TER,3,7.1,28.8,4
DECO,2023,5,D,228,RUF,0,7.1,28.8,4
DECO,2023,5,D,228,PEN,0,7.1,28.8,4
DECO,2023,5,D,228,AFF,0,7.1,28.8,4
DECO,2023,6,F,228,IMP,11,7.1,28.8,4
DECO,2023,6,F,228,GRIS,3,7.1,28.8,4
DECO,2023,6,F,228,BIM,0,7.1,28.8,4
DECO,2023,6,F,228,AUR,0,7.1,28.8,4
DECO,2023,6,F,228,VAG,7,7.1,28.8,4
DECO,2023,6,F,228,FRAT,5,7.1,28.8,4
DECO,2023,6,F,228,FER,0,7.1,28.8,4
DECO,2023,6,F,228,CIT,0,7.1,28.8,4
DECO,2023,6,F,228,BOR,0,7.1,28.8,4
DECO,2023,6,F,228,TER,0,7.1,28.8,4
DECO,2023,6,F,228,RUF,9,7.1,28.8,4
DECO,2023,6,F,228,PEN,0,7.1,28.8,4
DECO,2023,6,F,228,AFF,0,7.1,28.8,4
DECO,2024,1,D,175,IMP,1,1.7,28.9,4
DECO,2024,1,D,175,GRIS,4,1.7,28.9,4
DECO,2024,1,D,175,BIM,1,1.7,28.9,4
DECO,2024,1,D,175,AUR,0,1.7,28.9,4
DECO,2024,1,D,175,VAG,0,1.7,28.9,4
DECO,2024,1,D,175,FRAT,0,1.7,28.9,4
DECO,2024,1,D,175,FER,0,1.7,28.9,4
DECO,2024,1,D,175,CIT,0,1.7,28.9,4
DECO,2024,1,D,175,BOR,0,1.7,28.9,4
DECO,2024,1,D,175,TER,0,1.7,28.9,4
DECO,2024,1,D,175,RUF,0,1.7,28.9,4
DECO,2024,1,D,175,PEN,1,1.7,28.9,4
DECO,2024,1,D,175,AFF,0,1.7,28.9,4
DECO,2024,2,E,175,IMP,0,1.7,28.9,4
DECO,2024,2,E,175,GRIS,5,1.7,28.9,4
DECO,2024,2,E,175,BIM,1,1.7,28.9,4
DECO,2024,2,E,175,AUR,1,1.7,28.9,4
DECO,2024,2,E,175,VAG,0,1.7,28.9,4
DECO,2024,2,E,175,FRAT,0,1.7,28.9,4
DECO,2024,2,E,175,FER,0,1.7,28.9,4
DECO,2024,2,E,175,CIT,0,1.7,28.9,4
DECO,2024,2,E,175,BOR,0,1.7,28.9,4
DECO,2024,2,E,175,TER,0,1.7,28.9,4
DECO,2024,2,E,175,RUF,0,1.7,28.9,4
DECO,2024,2,E,175,PEN,0,1.7,28.9,4
DECO,2024,2,E,175,AFF,0,1.7,28.9,4
DECO,2024,3,C,201,IMP,0,2.1,22.9,5
DECO,2024,3,C,201,GRIS,3,2.1,22.9,5
DECO,2024,3,C,201,BIM,4,2.1,22.9,5
DECO,2024,3,C,201,AUR,4,2.1,22.9,5
DECO,2024,3,C,201,VAG,2,2.1,22.9,5
DECO,2024,3,C,201,FRAT,0,2.1,22.9,5
DECO,2024,3,C,201,FER,0,2.1,22.9,5
DECO,2024,3,C,201,CIT,0,2.1,22.9,5
DECO,2024,3,C,201,BOR,0,2.1,22.9,5
DECO,2024,3,C,201,TER,1,2.1,22.9,5
DECO,2024,3,C,201,RUF,0,2.1,22.9,5
DECO,2024,3,C,201,PEN,0,2.1,22.9,5
DECO,2024,3,C,201,AFF,0,2.1,22.9,5
DECO,2024,4,A,201,IMP,3,2.1,22.9,5
DECO,2024,4,A,201,GRIS,7,2.1,22.9,5
DECO,2024,4,A,201,BIM,4,2.1,22.9,5
DECO,2024,4,A,201,AUR,1,2.1,22.9,5
DECO,2024,4,A,201,VAG,2,2.1,22.9,5
DECO,2024,4,A,201,FRAT,0,2.1,22.9,5
DECO,2024,4,A,201,FER,0,2.1,22.9,5
DECO,2024,4,A,201,CIT,0,2.1,22.9,5
DECO,2024,4,A,201,BOR,0,2.1,22.9,5
DECO,2024,4,A,201,TER,2,2.1,22.9,5
DECO,2024,4,A,201,RUF,0,2.1,22.9,5
DECO,2024,4,A,201,PEN,0,2.1,22.9,5
DECO,2024,4,A,201,AFF,0,2.1,22.9,5
DECO,2024,5,C,225,IMP,2,1.5,23.8,5
DECO,2024,5,C,225,GRIS,2,1.5,23.8,5
DECO,2024,5,C,225,BIM,1,1.5,23.8,5
DECO,2024,5,C,225,AUR,2,1.5,23.8,5
DECO,2024,5,C,225,VAG,2,1.5,23.8,5
DECO,2024,5,C,225,FRAT,0,1.5,23.8,5
DECO,2024,5,C,225,FER,0,1.5,23.8,5
DECO,2024,5,C,225,CIT,0,1.5,23.8,5
DECO,2024,5,C,225,BOR,0,1.5,23.8,5
DECO,2024,5,C,225,TER,0,1.5,23.8,5
DECO,2024,5,C,225,RUF,3,1.5,23.8,5
DECO,2024,5,C,225,PEN,0,1.5,23.8,5
DECO,2024,5,C,225,AFF,0,1.5,23.8,5
DECO,2024,6,A,225,IMP,3,1.5,23.8,5
DECO,2024,6,A,225,GRIS,6,1.5,23.8,5
DECO,2024,6,A,225,BIM,0,1.5,23.8,5
DECO,2024,6,A,225,AUR,2,1.5,23.8,5
DECO,2024,6,A,225,VAG,8,1.5,23.8,5
DECO,2024,6,A,225,FRAT,0,1.5,23.8,5
DECO,2024,6,A,225,FER,9,1.5,23.8,5
DECO,2024,6,A,225,CIT,0,1.5,23.8,5
DECO,2024,6,A,225,BOR,0,1.5,23.8,5
DECO,2024,6,A,225,TER,4,1.5,23.8,5
DECO,2024,6,A,225,RUF,0,1.5,23.8,5
DECO,2024,6,A,225,PEN,0,1.5,23.8,5
DECO,2024,6,A,225,AFF,0,1.5,23.8,5
DIAM,2024,1,C,169,IMP,0,5.6,32,4
DIAM,2024,1,C,169,GRIS,3,5.6,32,4
DIAM,2024,1,C,169,BIM,0,5.6,32,4
DIAM,2024,1,C,169,AUR,0,5.6,32,4
DIAM,2024,1,C,169,VAG,0,5.6,32,4
DIAM,2024,1,C,169,FRAT,0,5.6,32,4
DIAM,2024,1,C,169,FER,0,5.6,32,4
DIAM,2024,1,C,169,CIT,0,5.6,32,4
DIAM,2024,1,C,169,BOR,0,5.6,32,4
DIAM,2024,1,C,169,TER,0,5.6,32,4
DIAM,2024,1,C,169,RUF,0,5.6,32,4
DIAM,2024,1,C,169,PEN,0,5.6,32,4
DIAM,2024,1,C,169,AFF,0,5.6,32,4
DIAM,2024,2,A,169,IMP,0,5.6,32,4
DIAM,2024,2,A,169,GRIS,0,5.6,32,4
DIAM,2024,2,A,169,BIM,0,5.6,32,4
DIAM,2024,2,A,169,AUR,0,5.6,32,4
DIAM,2024,2,A,169,VAG,0,5.6,32,4
DIAM,2024,2,A,169,FRAT,0,5.6,32,4
DIAM,2024,2,A,169,FER,0,5.6,32,4
DIAM,2024,2,A,169,CIT,0,5.6,32,4
DIAM,2024,2,A,169,BOR,0,5.6,32,4
DIAM,2024,2,A,169,TER,0,5.6,32,4
DIAM,2024,2,A,169,RUF,0,5.6,32,4
DIAM,2024,2,A,169,PEN,0,5.6,32,4
DIAM,2024,2,A,169,AFF,0,5.6,32,4
DIAM,2024,3,C,190,IMP,2,2.7,22,5
DIAM,2024,3,C,190,GRIS,5,2.7,22,5
DIAM,2024,3,C,190,BIM,1,2.7,22,5
DIAM,2024,3,C,190,AUR,0,2.7,22,5
DIAM,2024,3,C,190,VAG,1,2.7,22,5
DIAM,2024,3,C,190,FRAT,0,2.7,22,5
DIAM,2024,3,C,190,FER,0,2.7,22,5
DIAM,2024,3,C,190,CIT,0,2.7,22,5
DIAM,2024,3,C,190,BOR,0,2.7,22,5
DIAM,2024,3,C,190,TER,0,2.7,22,5
DIAM,2024,3,C,190,RUF,0,2.7,22,5
DIAM,2024,3,C,190,PEN,1,2.7,22,5
DIAM,2024,3,C,190,AFF,0,2.7,22,5
DIAM,2024,4,A,190,IMP,7,2.7,22,5
DIAM,2024,4,A,190,GRIS,6,2.7,22,5
DIAM,2024,4,A,190,BIM,2,2.7,22,5
DIAM,2024,4,A,190,AUR,0,2.7,22,5
DIAM,2024,4,A,190,VAG,0,2.7,22,5
DIAM,2024,4,A,190,FRAT,0,2.7,22,5
DIAM,2024,4,A,190,FER,0,2.7,22,5
DIAM,2024,4,A,190,CIT,0,2.7,22,5
DIAM,2024,4,A,190,BOR,0,2.7,22,5
DIAM,2024,4,A,190,TER,0,2.7,22,5
DIAM,2024,4,A,190,RUF,0,2.7,22,5
DIAM,2024,4,A,190,PEN,0,2.7,22,5
DIAM,2024,4,A,190,AFF,0,2.7,22,5
DIAM,2024,5,C,214,IMP,1,2.1,26.1,4
DIAM,2024,5,C,214,GRIS,1,2.1,26.1,4
DIAM,2024,5,C,214,BIM,0,2.1,26.1,4
DIAM,2024,5,C,214,AUR,0,2.1,26.1,4
DIAM,2024,5,C,214,VAG,0,2.1,26.1,4
DIAM,2024,5,C,214,FRAT,0,2.1,26.1,4
DIAM,2024,5,C,214,FER,0,2.1,26.1,4
DIAM,2024,5,C,214,CIT,0,2.1,26.1,4
DIAM,2024,5,C,214,BOR,0,2.1,26.1,4
DIAM,2024,5,C,214,TER,0,2.1,26.1,4
DIAM,2024,5,C,214,RUF,0,2.1,26.1,4
DIAM,2024,5,C,214,PEN,0,2.1,26.1,4
DIAM,2024,5,C,214,AFF,0,2.1,26.1,4
DIAM,2024,6,A,214,IMP,0,2.1,26.1,4
DIAM,2024,6,A,214,GRIS,0,2.1,26.1,4
DIAM,2024,6,A,214,BIM,0,2.1,26.1,4
DIAM,2024,6,A,214,AUR,0,2.1,26.1,4
DIAM,2024,6,A,214,VAG,0,2.1,26.1,4
DIAM,2024,6,A,214,FRAT,0,2.1,26.1,4
DIAM,2024,6,A,214,FER,0,2.1,26.1,4
DIAM,2024,6,A,214,CIT,0,2.1,26.1,4
DIAM,2024,6,A,214,BOR,0,2.1,26.1,4
DIAM,2024,6,A,214,TER,0,2.1,26.1,4
DIAM,2024,6,A,214,RUF,0,2.1,26.1,4
DIAM,2024,6,A,214,PEN,0,2.1,26.1,4
DIAM,2024,6,A,214,AFF,0,2.1,26.1,4
EDWIN,2023,1,C,165,IMP,1,2,30.9,2
EDWIN,2023,1,C,165,GRIS,3,2,30.9,2
EDWIN,2023,1,C,165,BIM,1,2,30.9,2
EDWIN,2023,1,C,165,AUR,0,2,30.9,2
EDWIN,2023,1,C,165,VAG,0,2,30.9,2
EDWIN,2023,1,C,165,FRAT,0,2,30.9,2
EDWIN,2023,1,C,165,FER,0,2,30.9,2
EDWIN,2023,1,C,165,CIT,0,2,30.9,2
EDWIN,2023,1,C,165,BOR,0,2,30.9,2
EDWIN,2023,1,C,165,TER,0,2,30.9,2
EDWIN,2023,1,C,165,RUF,0,2,30.9,2
EDWIN,2023,1,C,165,PEN,1,2,30.9,2
EDWIN,2023,1,C,165,AFF,0,2,30.9,2
EDWIN,2023,2,D,165,IMP,2,2,30.9,2
EDWIN,2023,2,D,165,GRIS,2,2,30.9,2
EDWIN,2023,2,D,165,BIM,1,2,30.9,2
EDWIN,2023,2,D,165,AUR,0,2,30.9,2
EDWIN,2023,2,D,165,VAG,0,2,30.9,2
EDWIN,2023,2,D,165,FRAT,0,2,30.9,2
EDWIN,2023,2,D,165,FER,0,2,30.9,2
EDWIN,2023,2,D,165,CIT,0,2,30.9,2
EDWIN,2023,2,D,165,BOR,0,2,30.9,2
EDWIN,2023,2,D,165,TER,0,2,30.9,2
EDWIN,2023,2,D,165,RUF,0,2,30.9,2
EDWIN,2023,2,D,165,PEN,0,2,30.9,2
EDWIN,2023,2,D,165,AFF,0,2,30.9,2
EDWIN,2023,3,B,198,IMP,0,4.8,22.3,5
EDWIN,2023,3,B,198,GRIS,0,4.8,22.3,5
EDWIN,2023,3,B,198,BIM,0,4.8,22.3,5
EDWIN,2023,3,B,198,AUR,0,4.8,22.3,5
EDWIN,2023,3,B,198,VAG,0,4.8,22.3,5
EDWIN,2023,3,B,198,FRAT,0,4.8,22.3,5
EDWIN,2023,3,B,198,FER,0,4.8,22.3,5
EDWIN,2023,3,B,198,CIT,0,4.8,22.3,5
EDWIN,2023,3,B,198,BOR,0,4.8,22.3,5
EDWIN,2023,3,B,198,TER,0,4.8,22.3,5
EDWIN,2023,3,B,198,RUF,0,4.8,22.3,5
EDWIN,2023,3,B,198,PEN,1,4.8,22.3,5
EDWIN,2023,3,B,198,AFF,0,4.8,22.3,5
EDWIN,2023,4,D,198,IMP,2,4.8,22.3,5
EDWIN,2023,4,D,198,GRIS,0,4.8,22.3,5
EDWIN,2023,4,D,198,BIM,0,4.8,22.3,5
EDWIN,2023,4,D,198,AUR,0,4.8,22.3,5
EDWIN,2023,4,D,198,VAG,1,4.8,22.3,5
EDWIN,2023,4,D,198,FRAT,0,4.8,22.3,5
EDWIN,2023,4,D,198,FER,0,4.8,22.3,5
EDWIN,2023,4,D,198,CIT,0,4.8,22.3,5
EDWIN,2023,4,D,198,BOR,0,4.8,22.3,5
EDWIN,2023,4,D,198,TER,0,4.8,22.3,5
EDWIN,2023,4,D,198,RUF,0,4.8,22.3,5
EDWIN,2023,4,D,198,PEN,0,4.8,22.3,5
EDWIN,2023,4,D,198,AFF,0,4.8,22.3,5
EDWIN,2023,5,C,227,IMP,7,1.7,20.1,5
EDWIN,2023,5,C,227,GRIS,13,1.7,20.1,5
EDWIN,2023,5,C,227,BIM,0,1.7,20.1,5
EDWIN,2023,5,C,227,AUR,1,1.7,20.1,5
EDWIN,2023,5,C,227,VAG,0,1.7,20.1,5
EDWIN,2023,5,C,227,FRAT,0,1.7,20.1,5
EDWIN,2023,5,C,227,FER,0,1.7,20.1,5
EDWIN,2023,5,C,227,CIT,0,1.7,20.1,5
EDWIN,2023,5,C,227,BOR,0,1.7,20.1,5
EDWIN,2023,5,C,227,TER,0,1.7,20.1,5
EDWIN,2023,5,C,227,RUF,0,1.7,20.1,5
EDWIN,2023,5,C,227,PEN,7,1.7,20.1,5
EDWIN,2023,5,C,227,AFF,0,1.7,20.1,5
EDWIN,2023,6,B,227,IMP,2,1.7,20.1,5
EDWIN,2023,6,B,227,GRIS,7,1.7,20.1,5
EDWIN,2023,6,B,227,BIM,0,1.7,20.1,5
EDWIN,2023,6,B,227,AUR,0,1.7,20.1,5
EDWIN,2023,6,B,227,VAG,0,1.7,20.1,5
EDWIN,2023,6,B,227,FRAT,0,1.7,20.1,5
EDWIN,2023,6,B,227,FER,0,1.7,20.1,5
EDWIN,2023,6,B,227,CIT,0,1.7,20.1,5
EDWIN,2023,6,B,227,BOR,0,1.7,20.1,5
EDWIN,2023,6,B,227,TER,0,1.7,20.1,5
EDWIN,2023,6,B,227,RUF,0,1.7,20.1,5
EDWIN,2023,6,B,227,PEN,1,1.7,20.1,5
EDWIN,2023,6,B,227,AFF,0,1.7,20.1,5
ENO,2023,1,C,172,IMP,0,1.8,31.2,2
ENO,2023,1,C,172,GRIS,0,1.8,31.2,2
ENO,2023,1,C,172,BIM,0,1.8,31.2,2
ENO,2023,1,C,172,AUR,0,1.8,31.2,2
ENO,2023,1,C,172,VAG,0,1.8,31.2,2
ENO,2023,1,C,172,FRAT,0,1.8,31.2,2
ENO,2023,1,C,172,FER,0,1.8,31.2,2
ENO,2023,1,C,172,CIT,0,1.8,31.2,2
ENO,2023,1,C,172,BOR,0,1.8,31.2,2
ENO,2023,1,C,172,TER,0,1.8,31.2,2
ENO,2023,1,C,172,RUF,0,1.8,31.2,2
ENO,2023,1,C,172,PEN,0,1.8,31.2,2
ENO,2023,1,C,172,AFF,0,1.8,31.2,2
ENO,2023,2,D,172,IMP,0,1.8,31.2,2
ENO,2023,2,D,172,GRIS,0,1.8,31.2,2
ENO,2023,2,D,172,BIM,0,1.8,31.2,2
ENO,2023,2,D,172,AUR,0,1.8,31.2,2
ENO,2023,2,D,172,VAG,0,1.8,31.2,2
ENO,2023,2,D,172,FRAT,0,1.8,31.2,2
ENO,2023,2,D,172,FER,0,1.8,31.2,2
ENO,2023,2,D,172,CIT,0,1.8,31.2,2
ENO,2023,2,D,172,BOR,0,1.8,31.2,2
ENO,2023,2,D,172,TER,0,1.8,31.2,2
ENO,2023,2,D,172,RUF,0,1.8,31.2,2
ENO,2023,2,D,172,PEN,0,1.8,31.2,2
ENO,2023,2,D,172,AFF,0,1.8,31.2,2
ENO,2023,3,D,206,IMP,4,1.8,30.1,5
ENO,2023,3,D,206,GRIS,1,1.8,30.1,5
ENO,2023,3,D,206,BIM,0,1.8,30.1,5
ENO,2023,3,D,206,AUR,0,1.8,30.1,5
ENO,2023,3,D,206,VAG,0,1.8,30.1,5
ENO,2023,3,D,206,FRAT,0,1.8,30.1,5
ENO,2023,3,D,206,FER,0,1.8,30.1,5
ENO,2023,3,D,206,CIT,0,1.8,30.1,5
ENO,2023,3,D,206,BOR,0,1.8,30.1,5
ENO,2023,3,D,206,TER,0,1.8,30.1,5
ENO,2023,3,D,206,RUF,0,1.8,30.1,5
ENO,2023,3,D,206,PEN,0,1.8,30.1,5
ENO,2023,3,D,206,AFF,0,1.8,30.1,5
ENO,2023,4,E,206,IMP,0,1.8,30.1,5
ENO,2023,4,E,206,GRIS,1,1.8,30.1,5
ENO,2023,4,E,206,BIM,0,1.8,30.1,5
ENO,2023,4,E,206,AUR,0,1.8,30.1,5
ENO,2023,4,E,206,VAG,0,1.8,30.1,5
ENO,2023,4,E,206,FRAT,1,1.8,30.1,5
ENO,2023,4,E,206,FER,0,1.8,30.1,5
ENO,2023,4,E,206,CIT,0,1.8,30.1,5
ENO,2023,4,E,206,BOR,0,1.8,30.1,5
ENO,2023,4,E,206,TER,0,1.8,30.1,5
ENO,2023,4,E,206,RUF,0,1.8,30.1,5
ENO,2023,4,E,206,PEN,0,1.8,30.1,5
ENO,2023,4,E,206,AFF,0,1.8,30.1,5
ENO,2023,5,D,229,IMP,1,4,23.4,2
ENO,2023,5,D,229,GRIS,0,4,23.4,2
ENO,2023,5,D,229,BIM,0,4,23.4,2
ENO,2023,5,D,229,AUR,0,4,23.4,2
ENO,2023,5,D,229,VAG,0,4,23.4,2
ENO,2023,5,D,229,FRAT,0,4,23.4,2
ENO,2023,5,D,229,FER,0,4,23.4,2
ENO,2023,5,D,229,CIT,0,4,23.4,2
ENO,2023,5,D,229,BOR,0,4,23.4,2
ENO,2023,5,D,229,TER,0,4,23.4,2
ENO,2023,5,D,229,RUF,0,4,23.4,2
ENO,2023,5,D,229,PEN,0,4,23.4,2
ENO,2023,5,D,229,AFF,0,4,23.4,2
ENO,2023,6,F,229,IMP,5,4,23.4,2
ENO,2023,6,F,229,GRIS,0,4,23.4,2
ENO,2023,6,F,229,BIM,0,4,23.4,2
ENO,2023,6,F,229,AUR,0,4,23.4,2
ENO,2023,6,F,229,VAG,0,4,23.4,2
ENO,2023,6,F,229,FRAT,0,4,23.4,2
ENO,2023,6,F,229,FER,0,4,23.4,2
ENO,2023,6,F,229,CIT,0,4,23.4,2
ENO,2023,6,F,229,BOR,0,4,23.4,2
ENO,2023,6,F,229,TER,0,4,23.4,2
ENO,2023,6,F,229,RUF,0,4,23.4,2
ENO,2023,6,F,229,PEN,0,4,23.4,2
ENO,2023,6,F,229,AFF,0,4,23.4,2
FORK,2023,1,C,163,IMP,0,1.8,25.4,1
FORK,2023,1,C,163,GRIS,0,1.8,25.4,1
FORK,2023,1,C,163,BIM,0,1.8,25.4,1
FORK,2023,1,C,163,AUR,1,1.8,25.4,1
FORK,2023,1,C,163,VAG,0,1.8,25.4,1
FORK,2023,1,C,163,FRAT,0,1.8,25.4,1
FORK,2023,1,C,163,FER,0,1.8,25.4,1
FORK,2023,1,C,163,CIT,0,1.8,25.4,1
FORK,2023,1,C,163,BOR,0,1.8,25.4,1
FORK,2023,1,C,163,TER,0,1.8,25.4,1
FORK,2023,1,C,163,RUF,0,1.8,25.4,1
FORK,2023,1,C,163,PEN,0,1.8,25.4,1
FORK,2023,1,C,163,AFF,0,1.8,25.4,1
FORK,2023,2,D,163,IMP,0,1.8,25.4,1
FORK,2023,2,D,163,GRIS,0,1.8,25.4,1
FORK,2023,2,D,163,BIM,0,1.8,25.4,1
FORK,2023,2,D,163,AUR,0,1.8,25.4,1
FORK,2023,2,D,163,VAG,0,1.8,25.4,1
FORK,2023,2,D,163,FRAT,0,1.8,25.4,1
FORK,2023,2,D,163,FER,0,1.8,25.4,1
FORK,2023,2,D,163,CIT,0,1.8,25.4,1
FORK,2023,2,D,163,BOR,0,1.8,25.4,1
FORK,2023,2,D,163,TER,0,1.8,25.4,1
FORK,2023,2,D,163,RUF,0,1.8,25.4,1
FORK,2023,2,D,163,PEN,0,1.8,25.4,1
FORK,2023,2,D,163,AFF,0,1.8,25.4,1
FORK,2023,3,A,198,IMP,0,2.4,18.3,3
FORK,2023,3,A,198,GRIS,1,2.4,18.3,3
FORK,2023,3,A,198,BIM,1,2.4,18.3,3
FORK,2023,3,A,198,AUR,0,2.4,18.3,3
FORK,2023,3,A,198,VAG,0,2.4,18.3,3
FORK,2023,3,A,198,FRAT,0,2.4,18.3,3
FORK,2023,3,A,198,FER,0,2.4,18.3,3
FORK,2023,3,A,198,CIT,0,2.4,18.3,3
FORK,2023,3,A,198,BOR,0,2.4,18.3,3
FORK,2023,3,A,198,TER,0,2.4,18.3,3
FORK,2023,3,A,198,RUF,0,2.4,18.3,3
FORK,2023,3,A,198,PEN,0,2.4,18.3,3
FORK,2023,3,A,198,AFF,0,2.4,18.3,3
FORK,2023,4,B,198,IMP,0,2.4,18.3,3
FORK,2023,4,B,198,GRIS,0,2.4,18.3,3
FORK,2023,4,B,198,BIM,0,2.4,18.3,3
FORK,2023,4,B,198,AUR,0,2.4,18.3,3
FORK,2023,4,B,198,VAG,0,2.4,18.3,3
FORK,2023,4,B,198,FRAT,0,2.4,18.3,3
FORK,2023,4,B,198,FER,0,2.4,18.3,3
FORK,2023,4,B,198,CIT,0,2.4,18.3,3
FORK,2023,4,B,198,BOR,0,2.4,18.3,3
FORK,2023,4,B,198,TER,0,2.4,18.3,3
FORK,2023,4,B,198,RUF,0,2.4,18.3,3
FORK,2023,4,B,198,PEN,0,2.4,18.3,3
FORK,2023,4,B,198,AFF,0,2.4,18.3,3
FORK,2023,5,B,220,IMP,0,2.1,28.8,5
FORK,2023,5,B,220,GRIS,0,2.1,28.8,5
FORK,2023,5,B,220,BIM,0,2.1,28.8,5
FORK,2023,5,B,220,AUR,10,2.1,28.8,5
FORK,2023,5,B,220,VAG,1,2.1,28.8,5
FORK,2023,5,B,220,FRAT,0,2.1,28.8,5
FORK,2023,5,B,220,FER,0,2.1,28.8,5
FORK,2023,5,B,220,CIT,0,2.1,28.8,5
FORK,2023,5,B,220,BOR,0,2.1,28.8,5
FORK,2023,5,B,220,TER,0,2.1,28.8,5
FORK,2023,5,B,220,RUF,0,2.1,28.8,5
FORK,2023,5,B,220,PEN,0,2.1,28.8,5
FORK,2023,5,B,220,AFF,0,2.1,28.8,5
FORK,2023,6,C,220,IMP,2,2.1,28.8,5
